,time,open,high,low,close,volume,trades,start
0,1625094000000.0,2257.3,2281.92,2255.32,2275.68,35432.24852,98696.0,2021-06-30 23:00:00
1,1625097600000.0,2275.68,2275.93,2233.46,2245.54,32009.01927,88889.0,2021-07-01 00:00:00
2,1625101200000.0,2245.32,2267.69,2245.02,2260.35,15764.1866,29277.0,2021-07-01 01:00:00
3,1625104800000.0,2260.58,2264.67,2190.0,2197.74,40662.52349,57526.0,2021-07-01 02:00:00
4,1625108400000.0,2197.73,2213.85,2183.0,2184.79,22009.35898,98646.0,2021-07-01 03:00:00
5,1625112000000.0,2184.79,2209.99,2180.02,2208.96,22794.82719,32313.0,2021-07-01 04:00:00
6,1625115600000.0,2208.91,2221.78,2195.75,2215.8,17303.981,28332.0,2021-07-01 05:00:00
7,1625119200000.0,2215.8,2234.81,2155.01,2160.8,56021.5891,64021.0,2021-07-01 06:00:00
8,1625122800000.0,2160.79,2170.09,2128.0,2129.01,54338.29538,94413.0,2021-07-01 07:00:00
9,1625126400000.0,2129.01,2138.97,2107.78,2123.19,55893.24828,63720.0,2021-07-01 08:00:00
10,1625130000000.0,2122.87,2133.14,2090.0,2110.0,43142.61985,64426.0,2021-07-01 09:00:00
11,1625133600000.0,2110.0,2123.19,2096.18,2112.04,27865.33326,108005.0,2021-07-01 10:00:00
12,1625137200000.0,2112.04,2147.01,2110.38,2139.14,38701.21327,63708.0,2021-07-01 11:00:00
13,1625140800000.0,2139.14,2146.38,2111.0,2128.17,41755.52284,86963.0,2021-07-01 12:00:00
14,1625144400000.0,2128.17,2142.32,2111.19,2111.24,26043.57801,56012.0,2021-07-01 13:00:00
15,1625148000000.0,2111.33,2124.54,2073.12,2093.67,52004.63274,61941.0,2021-07-01 14:00:00
16,1625151600000.0,2093.67,2140.0,2088.16,2118.23,41989.78457,72900.0,2021-07-01 15:00:00
17,1625155200000.0,2118.5,2126.29,2076.25,2082.23,40467.35795,129954.0,2021-07-01 16:00:00
18,1625158800000.0,2082.57,2106.51,2076.23,2104.74,26078.2686,33706.0,2021-07-01 17:00:00
19,1625162400000.0,2104.74,2130.0,2099.25,2113.5,25023.16191,31864.0,2021-07-01 18:00:00
20,1625166000000.0,2113.03,2117.01,2075.51,2100.18,33051.11634,40670.0,2021-07-01 19:00:00
21,1625169600000.0,2100.46,2122.44,2100.2,2121.17,20269.6009,26328.0,2021-07-01 20:00:00
22,1625173200000.0,2120.81,2140.0,2107.54,2129.87,18846.71898,33037.0,2021-07-01 21:00:00
23,1625176800000.0,2129.82,2138.28,2122.95,2128.88,15046.85047,22367.0,2021-07-01 22:00:00
24,1625180400000.0,2128.88,2135.07,2104.88,2106.41,20782.46239,25500.0,2021-07-01 23:00:00
25,1625184000000.0,2106.41,2136.0,2096.0,2135.18,22888.95033,30178.0,2021-07-02 00:00:00
26,1625187600000.0,2135.5,2139.0,2084.04,2087.34,28744.05686,33095.0,2021-07-02 01:00:00
27,1625191200000.0,2087.45,2103.64,2082.0,2094.46,18099.07919,22508.0,2021-07-02 02:00:00
28,1625194800000.0,2094.45,2095.74,2033.96,2041.2,47236.16323,55241.0,2021-07-02 03:00:00
29,1625198400000.0,2041.19,2058.85,2035.61,2054.86,27985.79688,30568.0,2021-07-02 04:00:00
30,1625202000000.0,2054.86,2058.77,2023.41,2032.84,26425.39846,31530.0,2021-07-02 05:00:00
31,1625205600000.0,2032.92,2041.86,2018.5,2034.03,22825.6596,31286.0,2021-07-02 06:00:00
32,1625209200000.0,2034.35,2070.0,2028.98,2061.49,31303.16383,36624.0,2021-07-02 07:00:00
33,1625212800000.0,2061.49,2080.46,2051.48,2060.5,35362.83969,42338.0,2021-07-02 08:00:00
34,1625216400000.0,2060.49,2061.45,2031.17,2040.13,28198.82165,34520.0,2021-07-02 09:00:00
35,1625220000000.0,2040.15,2043.27,2018.52,2039.71,36719.64871,38885.0,2021-07-02 10:00:00
36,1625223600000.0,2039.58,2055.87,2025.12,2038.99,28321.78478,35043.0,2021-07-02 11:00:00
37,1625227200000.0,2038.99,2063.44,2031.25,2058.31,27290.41783,34313.0,2021-07-02 12:00:00
38,1625230800000.0,2058.31,2078.26,2047.19,2072.4,36106.75378,42622.0,2021-07-02 13:00:00
39,1625234400000.0,2072.38,2121.42,2059.28,2117.35,51951.98921,63805.0,2021-07-02 14:00:00
40,1625238000000.0,2117.35,2129.0,2099.14,2124.15,35423.15472,45507.0,2021-07-02 15:00:00
41,1625241600000.0,2124.14,2125.0,2099.13,2112.36,24836.21564,31648.0,2021-07-02 16:00:00
42,1625245200000.0,2112.64,2121.1,2102.66,2109.55,18394.63546,24549.0,2021-07-02 17:00:00
43,1625248800000.0,2109.55,2111.37,2083.45,2093.04,19691.07301,26945.0,2021-07-02 18:00:00
44,1625252400000.0,2093.04,2104.85,2086.23,2103.73,16262.98194,19447.0,2021-07-02 19:00:00
45,1625256000000.0,2103.47,2104.49,2082.09,2090.68,16169.17774,26379.0,2021-07-02 20:00:00
46,1625259600000.0,2090.42,2115.94,2088.12,2107.46,11790.83483,20244.0,2021-07-02 21:00:00
47,1625263200000.0,2108.21,2160.0,2103.5,2157.59,31589.11463,71676.0,2021-07-02 22:00:00
48,1625266800000.0,2157.6,2159.0,2139.66,2154.13,28664.66276,33610.0,2021-07-02 23:00:00
49,1625270400000.0,2153.95,2166.0,2132.19,2138.28,25783.85592,34293.0,2021-07-03 00:00:00
50,1625274000000.0,2138.12,2155.73,2133.64,2150.65,14017.02336,18996.0,2021-07-03 01:00:00
51,1625277600000.0,2150.89,2154.26,2137.08,2143.08,11368.9673,17782.0,2021-07-03 02:00:00
52,1625281200000.0,2143.11,2143.16,2112.01,2131.16,19941.78555,26109.0,2021-07-03 03:00:00
53,1625284800000.0,2131.16,2142.0,2124.4,2139.5,12294.09344,28676.0,2021-07-03 04:00:00
54,1625288400000.0,2139.49,2154.66,2130.1,2146.48,17248.74589,22086.0,2021-07-03 05:00:00
55,1625292000000.0,2146.46,2154.78,2139.23,2143.11,13579.28583,21532.0,2021-07-03 06:00:00
56,1625295600000.0,2143.04,2207.41,2136.0,2195.95,75440.24409,84320.0,2021-07-03 07:00:00
57,1625299200000.0,2195.62,2203.97,2187.14,2195.67,36565.12215,42938.0,2021-07-03 08:00:00
58,1625302800000.0,2195.96,2224.33,2195.91,2216.99,40984.40388,53204.0,2021-07-03 09:00:00
59,1625306400000.0,2217.0,2223.55,2211.13,2220.51,24986.40099,64899.0,2021-07-03 10:00:00
60,1625310000000.0,2220.51,2223.75,2195.28,2213.56,28363.48399,36343.0,2021-07-03 11:00:00
61,1625313600000.0,2213.55,2234.97,2208.13,2217.47,29000.80639,57290.0,2021-07-03 12:00:00
