,time,open,high,low,close,volume,trades,start
0,1629175200000.0,3197.08,3202.05,3196.0,3196.39,675.07281,3844.0,2021-08-17 04:40:00
1,1629175500000.0,3196.4,3202.45,3193.65,3194.05,902.24094,4049.0,2021-08-17 04:45:00
2,1629175800000.0,3194.04,3204.1,3192.79,3200.14,1174.55268,3915.0,2021-08-17 04:50:00
3,1629176100000.0,3200.13,3200.13,3190.27,3190.99,1632.90941,4301.0,2021-08-17 04:55:00
4,1629176400000.0,3191.5,3198.95,3180.7,3182.39,2898.76666,4823.0,2021-08-17 05:00:00
5,1629176700000.0,3182.37,3188.57,3178.45,3185.79,4311.61989,4933.0,2021-08-17 05:05:00
6,1629177000000.0,3185.78,3189.0,3178.96,3180.1,2547.86265,3331.0,2021-08-17 05:10:00
7,1629177300000.0,3180.17,3184.3,3168.3,3183.4,3324.19834,5043.0,2021-08-17 05:15:00
8,1629177600000.0,3183.4,3193.0,3183.4,3192.3,1196.70806,2469.0,2021-08-17 05:20:00
9,1629177900000.0,3192.31,3200.98,3191.41,3196.33,1287.00356,2650.0,2021-08-17 05:25:00
10,1629178200000.0,3196.34,3200.87,3184.31,3188.0,1281.38023,2163.0,2021-08-17 05:30:00
11,1629178500000.0,3187.99,3198.38,3183.67,3196.18,1227.06144,2394.0,2021-08-17 05:35:00
12,1629178800000.0,3196.17,3198.1,3190.28,3192.64,873.9681,1882.0,2021-08-17 05:40:00
13,1629179100000.0,3192.52,3192.53,3182.3,3182.39,1247.94024,2058.0,2021-08-17 05:45:00
14,1629179400000.0,3182.43,3184.54,3180.11,3180.62,1085.62585,2009.0,2021-08-17 05:50:00
15,1629179700000.0,3180.62,3184.45,3172.6,3173.51,1560.69165,2964.0,2021-08-17 05:55:00
16,1629180000000.0,3173.51,3182.45,3168.3,3169.3,2825.07545,4249.0,2021-08-17 06:00:00
17,1629180300000.0,3169.34,3171.87,3158.3,3159.57,2753.62352,5382.0,2021-08-17 06:05:00
18,1629180600000.0,3159.31,3166.23,3158.41,3162.39,2755.28907,3731.0,2021-08-17 06:10:00
19,1629180900000.0,3162.39,3171.47,3160.73,3170.58,1607.30944,2854.0,2021-08-17 06:15:00
20,1629181200000.0,3170.45,3171.71,3166.49,3170.02,1167.09723,1934.0,2021-08-17 06:20:00
21,1629181500000.0,3170.01,3177.29,3164.62,3176.44,1342.88372,2073.0,2021-08-17 06:25:00
22,1629181800000.0,3176.44,3176.88,3165.17,3165.37,1085.43518,2009.0,2021-08-17 06:30:00
23,1629182100000.0,3165.21,3170.65,3159.37,3159.37,1522.01271,2812.0,2021-08-17 06:35:00
24,1629182400000.0,3159.51,3162.69,3150.8,3152.05,1760.64984,3573.0,2021-08-17 06:40:00
25,1629182700000.0,3152.05,3157.43,3150.25,3151.45,1790.10888,2738.0,2021-08-17 06:45:00
26,1629183000000.0,3151.49,3157.17,3144.01,3154.2,4076.74378,5210.0,2021-08-17 06:50:00
27,1629183300000.0,3154.2,3154.2,3144.52,3146.61,1508.41569,2728.0,2021-08-17 06:55:00
28,1629183600000.0,3146.92,3151.97,3138.3,3138.71,2110.32136,4801.0,2021-08-17 07:00:00
29,1629183900000.0,3138.72,3146.71,3135.27,3136.93,2149.49282,4303.0,2021-08-17 07:05:00
30,1629184200000.0,3137.1,3154.19,3136.0,3154.1,1598.57022,3442.0,2021-08-17 07:10:00
31,1629184500000.0,3154.1,3170.12,3149.02,3160.12,4676.02283,6406.0,2021-08-17 07:15:00
32,1629184800000.0,3160.33,3162.39,3147.58,3147.77,2809.30068,4107.0,2021-08-17 07:20:00
33,1629185100000.0,3147.6,3159.99,3145.07,3157.18,2363.8292,4757.0,2021-08-17 07:25:00
34,1629185400000.0,3157.37,3158.58,3147.52,3157.92,1416.90752,2913.0,2021-08-17 07:30:00
35,1629185700000.0,3157.78,3159.82,3150.0,3157.02,1518.54503,2699.0,2021-08-17 07:35:00
36,1629186000000.0,3157.02,3168.0,3157.02,3166.15,1870.85622,3355.0,2021-08-17 07:40:00
37,1629186300000.0,3166.14,3171.16,3164.21,3165.27,2090.07407,3335.0,2021-08-17 07:45:00
38,1629186600000.0,3165.29,3165.7,3159.35,3165.23,1897.11886,3014.0,2021-08-17 07:50:00
39,1629186900000.0,3165.23,3171.49,3160.33,3171.0,1382.92605,2660.0,2021-08-17 07:55:00
40,1629187200000.0,3170.81,3181.17,3168.39,3178.37,2423.36013,4699.0,2021-08-17 08:00:00
41,1629187500000.0,3178.36,3184.77,3175.66,3177.66,1641.46422,3735.0,2021-08-17 08:05:00
42,1629187800000.0,3177.67,3179.52,3171.43,3177.78,1466.10397,2960.0,2021-08-17 08:10:00
43,1629188100000.0,3177.77,3186.19,3177.75,3181.17,1858.40726,2978.0,2021-08-17 08:15:00
44,1629188400000.0,3181.17,3191.84,3181.16,3186.2,1553.17003,3506.0,2021-08-17 08:20:00
45,1629188700000.0,3186.2,3205.0,3186.14,3203.64,4466.5002,6305.0,2021-08-17 08:25:00
46,1629189000000.0,3203.5,3205.0,3191.41,3191.79,1950.998,3579.0,2021-08-17 08:30:00
47,1629189300000.0,3191.8,3197.64,3188.34,3194.77,1334.66161,2538.0,2021-08-17 08:35:00
48,1629189600000.0,3194.77,3195.91,3191.84,3193.0,781.8954,1596.0,2021-08-17 08:40:00
49,1629189900000.0,3193.01,3199.93,3189.51,3189.75,1338.89355,2221.0,2021-08-17 08:45:00
50,1629190200000.0,3189.92,3193.24,3181.56,3183.57,1278.30084,2686.0,2021-08-17 08:50:00
51,1629190500000.0,3183.57,3188.08,3179.91,3182.47,1022.03508,2120.0,2021-08-17 08:55:00
52,1629190800000.0,3182.47,3193.76,3181.48,3189.03,2118.66714,3762.0,2021-08-17 09:00:00
53,1629191100000.0,3189.01,3195.75,3186.96,3188.13,1343.41709,3575.0,2021-08-17 09:05:00
54,1629191400000.0,3189.07,3194.0,3188.63,3193.1,794.37168,2606.0,2021-08-17 09:10:00
55,1629191700000.0,3192.97,3199.58,3191.49,3197.39,1258.28582,3207.0,2021-08-17 09:15:00
56,1629192000000.0,3197.49,3207.81,3194.89,3207.81,1925.36782,4381.0,2021-08-17 09:20:00
57,1629192300000.0,3207.78,3232.34,3205.53,3226.37,11045.50441,17810.0,2021-08-17 09:25:00
58,1629192600000.0,3226.65,3248.88,3226.65,3239.26,6727.23391,14712.0,2021-08-17 09:30:00
59,1629192900000.0,3239.26,3241.99,3233.6,3241.17,2423.70538,5416.0,2021-08-17 09:35:00
60,1629193200000.0,3242.0,3244.76,3234.52,3236.22,2039.297,4097.0,2021-08-17 09:40:00
61,1629193500000.0,3236.22,3240.73,3226.11,3228.52,1922.78765,4232.0,2021-08-17 09:45:00
62,1629193800000.0,3228.52,3245.0,3227.98,3241.69,1971.69535,4331.0,2021-08-17 09:50:00
63,1629194100000.0,3241.69,3244.03,3237.28,3241.9,2166.83339,3784.0,2021-08-17 09:55:00
64,1629194400000.0,3241.9,3249.88,3239.45,3240.48,3220.69924,6036.0,2021-08-17 10:00:00
65,1629194700000.0,3240.48,3246.85,3235.07,3235.6,1713.27174,3715.0,2021-08-17 10:05:00
66,1629195000000.0,3235.6,3245.0,3235.59,3243.15,1985.15517,3393.0,2021-08-17 10:10:00
67,1629195300000.0,3243.15,3244.63,3234.43,3235.54,1202.44199,2916.0,2021-08-17 10:15:00
68,1629195600000.0,3235.48,3241.7,3234.28,3236.86,1387.21853,3053.0,2021-08-17 10:20:00
69,1629195900000.0,3236.87,3241.95,3234.39,3237.32,1268.48061,2621.0,2021-08-17 10:25:00
70,1629196200000.0,3237.4,3242.99,3237.4,3241.33,1332.5833,2740.0,2021-08-17 10:30:00
