,time,open,high,low,close,volume,trades,start
0,1615320000000.0,54108.79,54895.0,53882.52,54884.5,8176.6026,350658.0,2021-03-09 20:00:00
1,1615334400000.0,54874.67,55813.09,53134.8,53467.8,18038.736022,544859.0,2021-03-10 00:00:00
2,1615348800000.0,53468.33,54407.74,53005.0,54173.38,9732.758797,291927.0,2021-03-10 04:00:00
3,1615363200000.0,54177.47,55444.0,54032.38,54858.47,10729.768059,332873.0,2021-03-10 08:00:00
4,1615377600000.0,54858.47,56489.66,54834.0,56328.81,16008.102539,490030.0,2021-03-10 12:00:00
5,1615392000000.0,56328.81,57387.69,56100.0,56739.4,15792.829262,496616.0,2021-03-10 16:00:00
6,1615406400000.0,56739.4,57225.73,55530.01,55851.59,14447.044264,490979.0,2021-03-10 20:00:00
7,1615420800000.0,55851.59,56499.98,55170.22,55992.6,11273.764538,322855.0,2021-03-11 00:00:00
8,1615435200000.0,55992.6,56179.87,55005.0,55034.2,9940.794384,268634.0,2021-03-11 04:00:00
9,1615449600000.0,55034.21,56270.75,54272.82,56227.34,15160.924651,509104.0,2021-03-11 08:00:00
10,1615464000000.0,56233.42,57238.5,55702.09,56347.19,17577.732112,472768.0,2021-03-11 12:00:00
11,1615478400000.0,56347.19,57682.0,56269.76,56827.84,14676.783778,489914.0,2021-03-11 16:00:00
12,1615492800000.0,56823.78,58150.0,56560.0,57773.16,13284.813396,446695.0,2021-03-11 20:00:00
13,1615507200000.0,57773.15,58081.51,56624.0,57104.17,9850.116033,369677.0,2021-03-12 00:00:00
14,1615521600000.0,57107.14,57430.0,56350.0,56670.9,9582.068545,283329.0,2021-03-12 04:00:00
15,1615536000000.0,56670.9,57095.76,55826.05,56500.0,12494.076162,425722.0,2021-03-12 08:00:00
16,1615550400000.0,56499.99,57095.41,54962.84,56956.95,19122.785556,629098.0,2021-03-12 12:00:00
17,1615564800000.0,56956.96,57768.0,56712.51,56942.41,12155.414179,367232.0,2021-03-12 16:00:00
18,1615579200000.0,56942.41,57500.0,56262.14,57221.72,10200.945572,414873.0,2021-03-12 20:00:00
19,1615593600000.0,57221.72,57307.2,56078.23,56694.32,9358.059297,303000.0,2021-03-13 00:00:00
20,1615608000000.0,56694.32,57389.58,56257.47,57343.7,6737.545344,228920.0,2021-03-13 04:00:00
21,1615622400000.0,57343.7,60200.0,57126.2,59849.74,26582.600673,686911.0,2021-03-13 08:00:00
22,1615636800000.0,59853.58,60500.0,59232.53,59692.99,14160.436535,510521.0,2021-03-13 12:00:00
23,1615651200000.0,59693.0,60864.97,59458.67,60773.56,11563.139783,334897.0,2021-03-13 16:00:00
24,1615665600000.0,60773.56,61844.0,60605.5,61188.39,14843.309714,494753.0,2021-03-13 20:00:00
25,1615680000000.0,61188.38,61724.79,60724.26,61356.31,8305.661484,262175.0,2021-03-14 00:00:00
26,1615694400000.0,61356.3,61595.09,60455.28,60494.8,7065.368915,215331.0,2021-03-14 04:00:00
27,1615708800000.0,60494.8,61110.53,59354.62,60308.31,11590.662658,415215.0,2021-03-14 08:00:00
28,1615723200000.0,60308.3,60550.0,59470.0,59681.26,9286.232301,296647.0,2021-03-14 12:00:00
29,1615737600000.0,59681.21,60369.99,59300.0,59931.7,7635.76908,328577.0,2021-03-14 16:00:00
30,1615752000000.0,59928.71,60750.0,58966.78,58968.31,8717.358312,311824.0,2021-03-14 20:00:00
31,1615766400000.0,58976.08,60491.47,58705.47,60379.99,10566.950192,286270.0,2021-03-15 00:00:00
32,1615780800000.0,60379.99,60633.43,57253.0,57789.76,19601.952645,489075.0,2021-03-15 04:00:00
33,1615795200000.0,57789.75,58350.0,54600.0,56150.79,30900.505437,736469.0,2021-03-15 08:00:00
34,1615809600000.0,56150.8,57312.47,55050.0,56224.13,20113.866815,498241.0,2021-03-15 12:00:00
35,1615824000000.0,56224.14,56700.0,55478.01,56570.36,12218.45085,405974.0,2021-03-15 16:00:00
36,1615838400000.0,56570.37,56940.0,55537.0,55605.2,9369.701359,267786.0,2021-03-15 20:00:00
37,1615852800000.0,55605.2,56140.55,53271.34,54272.86,20518.31647,485103.0,2021-03-16 00:00:00
38,1615867200000.0,54272.66,55491.0,53607.93,55239.81,13685.69302,352761.0,2021-03-16 04:00:00
39,1615881600000.0,55239.81,56400.0,55079.63,55471.21,12531.176016,405759.0,2021-03-16 08:00:00
40,1615896000000.0,55464.11,55913.57,54596.89,55844.92,12049.016768,329220.0,2021-03-16 12:00:00
41,1615910400000.0,55844.92,56087.02,54950.16,55731.36,9989.949077,342484.0,2021-03-16 16:00:00
42,1615924800000.0,55731.36,56938.29,55673.23,56900.75,9212.543004,325881.0,2021-03-16 20:00:00
43,1615939200000.0,56900.74,57189.43,55401.02,55506.23,8532.897711,338077.0,2021-03-17 00:00:00
44,1615953600000.0,55506.23,56326.53,55185.42,55821.01,7614.85155,260097.0,2021-03-17 04:00:00
45,1615968000000.0,55819.23,56052.63,54326.27,54840.0,11559.239532,364481.0,2021-03-17 08:00:00
46,1615982400000.0,54840.01,55413.63,54123.69,54930.0,13305.603496,406605.0,2021-03-17 12:00:00
47,1615996800000.0,54930.0,58201.58,54740.0,57867.42,17088.798112,414421.0,2021-03-17 16:00:00
48,1616011200000.0,57867.42,58974.73,57601.92,58912.97,12320.23044,420615.0,2021-03-17 20:00:00
49,1616025600000.0,58912.97,59561.54,58606.1,58712.33,10297.588324,313668.0,2021-03-18 00:00:00
50,1616040000000.0,58712.34,59200.0,58119.0,58355.15,8855.447128,267173.0,2021-03-18 04:00:00
51,1616054400000.0,58355.14,58660.0,57870.38,58170.37,8520.875667,254986.0,2021-03-18 08:00:00
52,1616068800000.0,58168.69,59637.39,57500.0,59533.68,13245.508907,401521.0,2021-03-18 12:00:00
53,1616083200000.0,59533.67,60129.97,57200.0,57293.79,17711.636937,563227.0,2021-03-18 16:00:00
54,1616097600000.0,57294.12,58146.6,57023.0,57648.16,7949.349712,240372.0,2021-03-18 20:00:00
55,1616112000000.0,57641.0,57898.48,56270.74,57779.84,9425.032841,266322.0,2021-03-19 00:00:00
56,1616126400000.0,57779.84,58492.85,57603.92,57834.04,6908.655573,280964.0,2021-03-19 04:00:00
57,1616140800000.0,57834.04,58888.0,57499.63,58831.33,9700.052271,352067.0,2021-03-19 08:00:00
58,1616155200000.0,58831.34,59249.5,57950.59,58971.5,11376.032248,390690.0,2021-03-19 12:00:00
59,1616169600000.0,58977.04,59180.0,58345.14,58826.56,7315.781858,308477.0,2021-03-19 16:00:00
60,1616184000000.0,58826.56,59468.0,58000.0,58030.01,7667.09817,287310.0,2021-03-19 20:00:00
61,1616198400000.0,58030.01,58913.98,57820.17,58367.74,6481.212614,334012.0,2021-03-20 00:00:00
62,1616212800000.0,58367.75,58606.63,57980.0,58402.41,4672.108042,178761.0,2021-03-20 04:00:00
63,1616227200000.0,58402.41,59299.0,58402.4,59242.47,7801.519147,284960.0,2021-03-20 08:00:00
64,1616241600000.0,59242.91,59880.0,58610.62,59244.52,11543.91116,424840.0,2021-03-20 12:00:00
65,1616256000000.0,59244.51,59474.89,58901.66,59272.82,6058.435999,257707.0,2021-03-20 16:00:00
66,1616270400000.0,59272.83,59381.7,57966.85,58102.28,7919.754814,243851.0,2021-03-20 20:00:00
67,1616284800000.0,58100.02,58589.1,57363.07,57790.0,7341.722024,254763.0,2021-03-21 00:00:00
68,1616299200000.0,57790.0,57797.45,56668.0,56972.68,7789.449365,308450.0,2021-03-21 04:00:00
69,1616313600000.0,56972.68,57325.45,55450.11,56267.65,11052.710576,334392.0,2021-03-21 08:00:00
70,1616328000000.0,56270.13,57539.0,55870.23,57159.04,9130.913499,350583.0,2021-03-21 12:00:00
71,1616342400000.0,57159.04,57676.0,56750.0,57513.18,6649.476078,249124.0,2021-03-21 16:00:00
72,1616356800000.0,57517.0,58113.0,57128.89,57351.56,6600.198732,276234.0,2021-03-21 20:00:00
73,1616371200000.0,57351.56,57647.89,56289.0,57563.63,7646.413375,226256.0,2021-03-22 00:00:00
74,1616385600000.0,57564.17,57895.78,57315.22,57576.5,5515.521708,234157.0,2021-03-22 04:00:00
75,1616400000000.0,57576.51,58430.73,57024.13,57713.79,8567.094721,292751.0,2021-03-22 08:00:00
76,1616414400000.0,57713.79,57761.0,56521.01,57083.0,10958.171176,333820.0,2021-03-22 12:00:00
77,1616428800000.0,57082.99,57195.0,55508.0,55524.99,11230.027768,362589.0,2021-03-22 16:00:00
78,1616443200000.0,55524.99,56000.0,53650.0,54083.25,18664.397421,477772.0,2021-03-22 20:00:00
79,1616457600000.0,54083.25,55344.26,53777.68,54684.83,10523.357656,246759.0,2021-03-23 00:00:00
80,1616472000000.0,54683.6,54780.02,53000.0,54161.34,13345.4296,361954.0,2021-03-23 04:00:00
81,1616486400000.0,54166.12,54865.37,53821.79,54249.81,8304.198869,250504.0,2021-03-23 08:00:00
82,1616500800000.0,54249.8,55450.0,54234.96,55165.19,9845.228387,291973.0,2021-03-23 12:00:00
83,1616515200000.0,55165.2,55830.9,54825.42,55008.46,9501.19711,302762.0,2021-03-23 16:00:00
84,1616529600000.0,55008.45,55080.16,54190.1,54340.89,8269.953805,286397.0,2021-03-23 20:00:00
85,1616544000000.0,54342.8,54769.44,53511.39,54350.54,8371.999229,221292.0,2021-03-24 00:00:00
86,1616558400000.0,54350.54,55612.92,53700.0,55464.2,12126.348721,328063.0,2021-03-24 04:00:00
87,1616572800000.0,55464.46,56662.08,55452.14,56541.03,13246.796385,386338.0,2021-03-24 08:00:00
88,1616587200000.0,56536.08,57200.0,56000.0,56298.12,12218.745011,437652.0,2021-03-24 12:00:00
89,1616601600000.0,56298.12,56422.02,54666.66,54736.53,12040.844638,341864.0,2021-03-24 16:00:00
90,1616616000000.0,54736.52,54743.38,51700.0,52303.65,25532.731037,686779.0,2021-03-24 20:00:00
91,1616630400000.0,52303.66,52900.0,51500.0,52122.86,14806.595798,416079.0,2021-03-25 00:00:00
92,1616644800000.0,52131.51,53287.0,51905.58,52270.71,10221.083743,267872.0,2021-03-25 04:00:00
93,1616659200000.0,52270.72,53160.85,52101.0,52163.19,10479.969662,248649.0,2021-03-25 08:00:00
94,1616673600000.0,52163.2,52408.64,50427.56,50996.15,27329.305494,550979.0,2021-03-25 12:00:00
95,1616688000000.0,50996.15,52532.0,50550.0,52195.19,14297.646312,350105.0,2021-03-25 16:00:00
96,1616702400000.0,52195.19,52720.24,51220.72,51293.78,10265.933529,265741.0,2021-03-25 20:00:00
97,1616716800000.0,51293.78,52723.68,51214.6,52407.19,9651.70632,243411.0,2021-03-26 00:00:00
98,1616731200000.0,52407.19,53600.9,52172.34,53569.85,10548.80431,272024.0,2021-03-26 04:00:00
99,1616745600000.0,53569.24,53826.48,52570.0,52710.96,13085.113465,418341.0,2021-03-26 08:00:00
100,1616760000000.0,52710.95,53542.0,52508.19,53308.27,9528.988699,273107.0,2021-03-26 12:00:00
101,1616774400000.0,53315.54,54060.24,52888.81,53778.55,10494.364565,276289.0,2021-03-26 16:00:00
102,1616788800000.0,53773.38,55073.46,53773.38,55025.59,10504.797333,289978.0,2021-03-26 20:00:00
103,1616803200000.0,55025.59,55555.0,54495.12,54760.97,8623.814866,209417.0,2021-03-27 00:00:00
104,1616817600000.0,54759.96,55378.7,54660.11,54950.28,6848.977817,181499.0,2021-03-27 04:00:00
105,1616832000000.0,54950.27,55146.23,54311.6,54442.89,7416.604288,210038.0,2021-03-27 08:00:00
106,1616846400000.0,54442.89,55041.79,53950.0,54961.85,8230.331438,269799.0,2021-03-27 12:00:00
107,1616860800000.0,54961.85,56271.0,54949.27,55765.01,10746.640262,363499.0,2021-03-27 16:00:00
108,1616875200000.0,55765.01,56700.36,55675.0,55817.14,8239.106384,294524.0,2021-03-27 20:00:00
109,1616889600000.0,55817.14,56200.0,55572.0,56052.05,6162.209791,241709.0,2021-03-28 00:00:00
110,1616904000000.0,56052.52,56496.0,55831.43,56200.66,5040.427134,179368.0,2021-03-28 04:00:00
111,1616918400000.0,56200.66,56559.75,55683.56,55787.03,6006.465729,238153.0,2021-03-28 08:00:00
112,1616932800000.0,55787.02,56375.19,55291.13,56354.35,7131.117369,317584.0,2021-03-28 12:00:00
113,1616947200000.0,56356.98,56490.0,54691.84,55208.69,9323.750714,393331.0,2021-03-28 16:00:00
114,1616961600000.0,55208.7,55884.4,54743.18,55777.63,5386.416774,181138.0,2021-03-28 20:00:00
115,1616976000000.0,55777.65,56013.76,54977.8,55371.6,6624.573908,207356.0,2021-03-29 00:00:00
116,1616990400000.0,55371.61,56167.37,54800.01,55911.99,9399.022284,218647.0,2021-03-29 04:00:00
117,1617004800000.0,55911.99,58350.0,55911.99,57854.32,18699.79886,516294.0,2021-03-29 08:00:00
118,1617019200000.0,57854.14,58405.82,57267.98,57719.74,15011.328622,374966.0,2021-03-29 12:00:00
119,1617033600000.0,57719.74,58290.0,57170.0,57676.42,10846.657096,386467.0,2021-03-29 16:00:00
120,1617048000000.0,57676.41,57900.0,57103.43,57635.47,7276.556628,279707.0,2021-03-29 20:00:00
121,1617062400000.0,57635.46,57769.01,57117.36,57181.33,7100.362335,189116.0,2021-03-30 00:00:00
122,1617076800000.0,57181.33,58277.0,57071.35,58116.17,8609.505328,254723.0,2021-03-30 04:00:00
123,1617091200000.0,58116.16,59335.0,57726.72,59240.34,15656.099775,408227.0,2021-03-30 08:00:00
124,1617105600000.0,59240.33,59368.0,58500.0,58526.42,11010.576245,320979.0,2021-03-30 12:00:00
125,1617120000000.0,58526.43,59107.84,58470.0,59060.0,6815.806664,229814.0,2021-03-30 16:00:00
126,1617134400000.0,59060.0,59086.65,58380.02,58746.57,5930.092775,209885.0,2021-03-30 20:00:00
127,1617148800000.0,58746.57,59050.0,58369.0,58608.63,7115.162323,250376.0,2021-03-31 00:00:00
128,1617163200000.0,58608.62,59800.0,57500.18,58173.83,11735.383875,397717.0,2021-03-31 04:00:00
129,1617177600000.0,58173.82,58275.45,56769.0,58015.02,12654.036794,356231.0,2021-03-31 08:00:00
130,1617192000000.0,58015.02,59430.54,57641.06,59304.75,10601.908546,324298.0,2021-03-31 12:00:00
131,1617206400000.0,59304.76,59648.52,58453.3,58553.12,11099.559151,348231.0,2021-03-31 16:00:00
132,1617220800000.0,58553.12,59289.45,58328.55,58740.55,7769.491977,251371.0,2021-03-31 20:00:00
133,1617235200000.0,58739.46,59314.53,58720.82,59119.02,5881.092914,242799.0,2021-04-01 00:00:00
134,1617249600000.0,59119.02,59232.59,58500.2,58817.77,6720.335373,206040.0,2021-04-01 04:00:00
135,1617264000000.0,58817.78,59490.0,58115.0,58584.32,11959.596773,334420.0,2021-04-01 08:00:00
136,1617278400000.0,58584.32,59263.3,58375.0,58974.65,8407.634608,295093.0,2021-04-01 12:00:00
137,1617292800000.0,58974.66,59146.77,57935.45,58918.99,9159.968157,335380.0,2021-04-01 16:00:00
138,1617307200000.0,58918.99,59069.74,58524.7,58720.44,5286.989395,180699.0,2021-04-01 20:00:00
139,1617321600000.0,58720.45,60200.0,58455.1,59869.79,13962.716252,359761.0,2021-04-02 00:00:00
140,1617336000000.0,59869.79,59997.0,59307.35,59417.63,6817.226589,283814.0,2021-04-02 04:00:00
141,1617350400000.0,59421.21,59685.0,59218.0,59542.78,5599.281222,230262.0,2021-04-02 08:00:00
142,1617364800000.0,59542.78,59624.86,58827.66,59480.06,8208.230475,308745.0,2021-04-02 12:00:00
143,1617379200000.0,59480.06,59600.0,58525.01,58850.0,7392.765688,277981.0,2021-04-02 16:00:00
144,1617393600000.0,58850.0,59219.0,58428.57,58950.01,5402.198555,205793.0,2021-04-02 20:00:00
145,1617408000000.0,58950.01,59450.08,58931.3,59221.53,5179.423859,180980.0,2021-04-03 00:00:00
146,1617422400000.0,59221.52,59531.74,59180.0,59298.85,5138.97203,175648.0,2021-04-03 04:00:00
147,1617436800000.0,59301.8,59791.72,58750.96,59255.02,7896.693743,266497.0,2021-04-03 08:00:00
148,1617451200000.0,59256.07,59454.83,58800.0,58829.99,6781.051672,247820.0,2021-04-03 12:00:00
149,1617465600000.0,58829.99,59143.71,57707.7,58597.04,11601.275779,417254.0,2021-04-03 16:00:00
150,1617480000000.0,58597.04,58597.04,56880.0,57051.94,10812.43503,318606.0,2021-04-03 20:00:00
151,1617494400000.0,57051.95,57583.32,56388.0,57492.42,10461.903604,244281.0,2021-04-04 00:00:00
152,1617508800000.0,57492.42,57723.48,57139.02,57614.52,5223.622991,172774.0,2021-04-04 04:00:00
153,1617523200000.0,57614.52,57787.79,57033.85,57275.55,5903.715811,254786.0,2021-04-04 08:00:00
154,1617537600000.0,57278.23,58492.85,57000.0,57918.11,8804.504297,304454.0,2021-04-04 12:00:00
155,1617552000000.0,57918.11,58280.0,57684.29,57953.86,6322.722292,326211.0,2021-04-04 16:00:00
156,1617566400000.0,57953.86,58300.0,57826.16,58202.01,4597.612978,196607.0,2021-04-04 20:00:00
