,time,open,high,low,close,volume,trades,start
0,1657342800000.0,21554.52,21611.0,21523.48,21531.04,1825.07996,36754.0,2022-07-09 05:00:00
1,1657343700000.0,21531.5,21557.4,21508.04,21544.19,1014.75118,30269.0,2022-07-09 05:15:00
2,1657344600000.0,21543.06,21563.43,21504.16,21522.1,1529.27547,34913.0,2022-07-09 05:30:00
3,1657345500000.0,21523.67,21542.68,21485.82,21517.76,1645.89147,37641.0,2022-07-09 05:45:00
4,1657346400000.0,21517.13,21532.06,21488.92,21513.66,1654.90213,36546.0,2022-07-09 06:00:00
5,1657347300000.0,21515.83,21542.22,21490.0,21513.96,1859.61947,37728.0,2022-07-09 06:15:00
6,1657348200000.0,21514.95,21563.68,21508.87,21550.23,1860.34818,36278.0,2022-07-09 06:30:00
7,1657349100000.0,21552.29,21578.84,21540.62,21560.1,1222.91528,31164.0,2022-07-09 06:45:00
8,1657350000000.0,21561.09,21728.63,21554.89,21650.97,3090.48131,48919.0,2022-07-09 07:00:00
9,1657350900000.0,21653.08,21700.0,21650.58,21662.85,1750.33744,37726.0,2022-07-09 07:15:00
10,1657351800000.0,21663.7,21701.7,21600.0,21620.0,1788.58551,37000.0,2022-07-09 07:30:00
11,1657352700000.0,21620.0,21700.0,21588.98,21654.72,1402.72202,34872.0,2022-07-09 07:45:00
12,1657353600000.0,21654.72,21667.91,21633.92,21664.46,876.7753,28494.0,2022-07-09 08:00:00
13,1657354500000.0,21664.46,21682.1,21600.2,21674.2,1286.3644,33885.0,2022-07-09 08:15:00
14,1657355400000.0,21674.2,21690.0,21624.07,21681.44,1409.63947,32489.0,2022-07-09 08:30:00
15,1657356300000.0,21681.43,21735.0,21664.97,21722.94,1993.39428,38566.0,2022-07-09 08:45:00
16,1657357200000.0,21722.94,21729.72,21674.93,21687.66,1919.63971,36661.0,2022-07-09 09:00:00
17,1657358100000.0,21687.66,21691.0,21601.77,21624.04,1638.1809,34846.0,2022-07-09 09:15:00
18,1657359000000.0,21624.04,21657.0,21623.26,21650.58,973.56573,27142.0,2022-07-09 09:30:00
19,1657359900000.0,21648.5,21661.23,21608.61,21654.79,1182.88735,27517.0,2022-07-09 09:45:00
20,1657360800000.0,21654.03,21701.92,21624.54,21673.64,1290.25342,29524.0,2022-07-09 10:00:00
21,1657361700000.0,21672.93,21703.83,21650.0,21674.16,1274.34326,28948.0,2022-07-09 10:15:00
22,1657362600000.0,21674.16,21725.0,21665.92,21723.52,1735.00643,31882.0,2022-07-09 10:30:00
23,1657363500000.0,21721.71,21750.0,21684.65,21735.33,2432.79584,39540.0,2022-07-09 10:45:00
24,1657364400000.0,21735.89,21778.73,21706.24,21706.72,1667.46278,32479.0,2022-07-09 11:00:00
25,1657365300000.0,21707.81,21759.24,21678.1,21734.59,1720.09757,32786.0,2022-07-09 11:15:00
26,1657366200000.0,21734.59,21738.88,21680.02,21702.24,1964.17148,33549.0,2022-07-09 11:30:00
27,1657367100000.0,21702.24,21705.62,21322.12,21447.29,4225.37853,64235.0,2022-07-09 11:45:00
28,1657368000000.0,21447.29,21512.49,21379.64,21496.98,2534.63767,46303.0,2022-07-09 12:00:00
29,1657368900000.0,21497.96,21550.96,21482.2,21489.19,2563.36122,40880.0,2022-07-09 12:15:00
