,Open,High,Low,Close,Adj Close,Volume,time
2022-01-24 05:00:00+00:00,35150.109375,35177.1484375,35026.87109375,35177.1484375,35177.1484375,0,2022-01-24 05:00:00
2022-01-24 06:00:00+00:00,35173.9375,35326.44140625,35115.15234375,35281.3515625,35281.3515625,0,2022-01-24 06:00:00
2022-01-24 07:00:00+00:00,35267.984375,35273.20703125,34926.82421875,34926.82421875,34926.82421875,309958656,2022-01-24 07:00:00
2022-01-24 08:00:00+00:00,34936.6640625,35345.7265625,34935.3984375,35013.6875,35013.6875,215109632,2022-01-24 08:00:00
2022-01-24 09:00:00+00:00,35011.484375,35065.19140625,34562.22265625,34598.4375,34598.4375,53190656,2022-01-24 09:00:00
2022-01-24 10:00:00+00:00,34584.65234375,34584.65234375,33515.984375,33515.984375,33515.984375,2011439104,2022-01-24 10:00:00
2022-01-24 11:00:00+00:00,33487.37890625,33943.76171875,33184.05859375,33725.9296875,33725.9296875,2233153536,2022-01-24 11:00:00
2022-01-24 12:00:00+00:00,33726.71484375,33775.30078125,33224.921875,33503.46484375,33503.46484375,1032116224,2022-01-24 12:00:00
2022-01-24 13:00:00+00:00,33439.390625,33614.78515625,33225.6875,33495.9140625,33495.9140625,2011854848,2022-01-24 13:00:00
2022-01-24 14:00:00+00:00,33461.31640625,33990.9453125,33205.03515625,33707.30859375,33707.30859375,1510922240,2022-01-24 14:00:00
2022-01-24 15:00:00+00:00,33709.15234375,34272.25,33455.2578125,34272.25,34272.25,2108809216,2022-01-24 15:00:00
2022-01-24 16:00:00+00:00,34238.46484375,34414.921875,33982.7109375,34326.82421875,34326.82421875,0,2022-01-24 16:00:00
2022-01-24 17:00:00+00:00,34341.12109375,35442.046875,34246.8359375,35404.03125,35404.03125,2837524480,2022-01-24 17:00:00
2022-01-24 18:00:00+00:00,35390.9765625,36326.296875,35275.69921875,36169.09375,36169.09375,2094567424,2022-01-24 18:00:00
2022-01-24 19:00:00+00:00,36161.55078125,36201.61328125,35757.20703125,35969.06640625,35969.06640625,101527552,2022-01-24 19:00:00
2022-01-24 20:00:00+00:00,36002.68359375,37247.51953125,36002.68359375,37247.51953125,37247.51953125,2288291840,2022-01-24 20:00:00
2022-01-24 21:00:00+00:00,37205.046875,37205.046875,36792.5546875,36841.50390625,36841.50390625,548577280,2022-01-24 21:00:00
2022-01-24 22:00:00+00:00,36839.50390625,36839.50390625,36395.01953125,36395.01953125,36395.01953125,4026368,2022-01-24 22:00:00
2022-01-24 23:00:00+00:00,36396.015625,36714.08984375,36396.015625,36656.1953125,36656.1953125,0,2022-01-24 23:00:00
2022-01-25 00:00:00+00:00,36654.8046875,36671.77734375,36128.1640625,36128.1640625,36128.1640625,0,2022-01-25 00:00:00
2022-01-25 01:00:00+00:00,36120.7109375,36175.7890625,36057.7109375,36132.12890625,36132.12890625,84152320,2022-01-25 01:00:00
2022-01-25 02:00:00+00:00,36126.67578125,36310.71875,36126.67578125,36305.95703125,36305.95703125,69222400,2022-01-25 02:00:00
2022-01-25 03:00:00+00:00,36310.57421875,36410.1171875,36228.828125,36410.1171875,36410.1171875,55640064,2022-01-25 03:00:00
2022-01-25 04:00:00+00:00,36413.3515625,36432.79296875,36046.1328125,36046.1328125,36046.1328125,0,2022-01-25 04:00:00
2022-01-25 05:00:00+00:00,36042.93359375,36107.98046875,35918.1015625,36055.1796875,36055.1796875,0,2022-01-25 05:00:00
2022-01-25 06:00:00+00:00,36064.86328125,36106.40625,35936.43359375,35936.43359375,35936.43359375,0,2022-01-25 06:00:00
2022-01-25 07:00:00+00:00,35930.38671875,36078.33203125,35779.4296875,36075.3125,36075.3125,2625536,2022-01-25 07:00:00
2022-01-25 08:00:00+00:00,36069.08984375,36421.94921875,36069.08984375,36228.484375,36228.484375,390332416,2022-01-25 08:00:00
2022-01-25 09:00:00+00:00,36205.73828125,36470.9921875,36135.78125,36470.9921875,36470.9921875,2062331904,2022-01-25 09:00:00
2022-01-25 10:00:00+00:00,36451.7421875,36640.44921875,36392.24609375,36461.70703125,36461.70703125,228786176,2022-01-25 10:00:00
2022-01-25 11:00:00+00:00,36460.86328125,36562.14453125,36315.5859375,36417.8203125,36417.8203125,0,2022-01-25 11:00:00
2022-01-25 12:00:00+00:00,36416.01171875,36659.17578125,36315.421875,36565.85546875,36565.85546875,0,2022-01-25 12:00:00
2022-01-25 13:00:00+00:00,36560.0859375,36578.125,36357.8828125,36472.28125,36472.28125,0,2022-01-25 13:00:00
2022-01-25 14:00:00+00:00,36473.80078125,37004.1484375,36433.8828125,36444.12109375,36444.12109375,0,2022-01-25 14:00:00
2022-01-25 15:00:00+00:00,36413.14453125,36697.2890625,36173.296875,36640.984375,36640.984375,0,2022-01-25 15:00:00
2022-01-25 16:00:00+00:00,36569.45703125,37006.87109375,36569.45703125,36938.21875,36938.21875,0,2022-01-25 16:00:00
2022-01-25 17:00:00+00:00,36924.03125,37377.2265625,36868.00390625,37169.9609375,37169.9609375,0,2022-01-25 17:00:00
2022-01-25 18:00:00+00:00,37229.5703125,37444.5703125,37184.265625,37330.07421875,37330.07421875,0,2022-01-25 18:00:00
2022-01-25 19:00:00+00:00,37340.83203125,37362.30078125,37005.53125,37177.75390625,37177.75390625,0,2022-01-25 19:00:00
2022-01-25 20:00:00+00:00,37168.6875,37168.6875,36747.3828125,36938.0078125,36938.0078125,0,2022-01-25 20:00:00
2022-01-25 21:00:00+00:00,36932.25390625,36932.25390625,36544.265625,36662.359375,36662.359375,0,2022-01-25 21:00:00
2022-01-25 22:00:00+00:00,36645.86328125,36715.15625,36567.2109375,36713.3359375,36713.3359375,0,2022-01-25 22:00:00
2022-01-25 23:00:00+00:00,36731.75390625,36994.98828125,36731.75390625,36946.23828125,36946.23828125,59502592,2022-01-25 23:00:00
2022-01-26 00:00:00+00:00,36980.6171875,36980.6171875,36670.87890625,36672.84765625,36672.84765625,0,2022-01-26 00:00:00
2022-01-26 01:00:00+00:00,36673.73828125,36880.2265625,36635.796875,36880.2265625,36880.2265625,39331840,2022-01-26 01:00:00
2022-01-26 02:00:00+00:00,36881.6484375,36988.49609375,36855.53125,36874.62109375,36874.62109375,0,2022-01-26 02:00:00
2022-01-26 03:00:00+00:00,36865.73046875,37464.26953125,36850.95703125,37453.7421875,37453.7421875,854104064,2022-01-26 03:00:00
2022-01-26 04:00:00+00:00,37422.39453125,37758.60546875,37299.953125,37758.60546875,37758.60546875,555577344,2022-01-26 04:00:00
2022-01-26 05:00:00+00:00,37758.390625,37881.4453125,37646.30859375,37705.4453125,37705.4453125,272197632,2022-01-26 05:00:00
2022-01-26 06:00:00+00:00,37666.68359375,37727.11328125,37297.10546875,37320.578125,37320.578125,165840896,2022-01-26 06:00:00
2022-01-26 07:00:00+00:00,37316.7734375,37362.33203125,37209.5625,37344.33203125,37344.33203125,0,2022-01-26 07:00:00
2022-01-26 08:00:00+00:00,37347.96484375,37638.890625,37347.96484375,37592.375,37592.375,0,2022-01-26 08:00:00
2022-01-26 09:00:00+00:00,37597.75,37895.53515625,37587.45703125,37716.54296875,37716.54296875,202471424,2022-01-26 09:00:00
2022-01-26 10:00:00+00:00,37708.80078125,37925.62109375,37643.9765625,37925.62109375,37925.62109375,0,2022-01-26 10:00:00
2022-01-26 11:00:00+00:00,37988.60546875,38058.41015625,37836.71484375,38040.921875,38040.921875,550780928,2022-01-26 11:00:00
2022-01-26 12:00:00+00:00,38079.75,38079.75,37833.390625,37833.390625,37833.390625,0,2022-01-26 12:00:00
2022-01-26 13:00:00+00:00,37833.28125,38200.8046875,37773.77734375,38130.16015625,38130.16015625,884117504,2022-01-26 13:00:00
2022-01-26 14:00:00+00:00,38153.9921875,38438.4140625,38153.9921875,38253.71875,38253.71875,3244032,2022-01-26 14:00:00
2022-01-26 15:00:00+00:00,38254.76953125,38335.296875,37949.66796875,38004.17578125,38004.17578125,0,2022-01-26 15:00:00
2022-01-26 16:00:00+00:00,38010.90625,38231.921875,37994.8203125,38231.921875,38231.921875,0,2022-01-26 16:00:00
2022-01-26 17:00:00+00:00,38239.73828125,38334.984375,38094.62890625,38097.2421875,38097.2421875,0,2022-01-26 17:00:00
2022-01-26 18:00:00+00:00,38098.296875,38143.91796875,37704.31640625,37947.3828125,37947.3828125,396439552,2022-01-26 18:00:00
2022-01-26 19:00:00+00:00,37980.45703125,38793.32421875,37685.9140625,37701.3828125,37701.3828125,4203751424,2022-01-26 19:00:00
2022-01-26 20:00:00+00:00,37685.78125,37685.78125,36868.27734375,37094.8359375,37094.8359375,927180800,2022-01-26 20:00:00
2022-01-26 21:00:00+00:00,37098.98046875,37164.4140625,36468.2890625,36498.30078125,36498.30078125,231426048,2022-01-26 21:00:00
2022-01-26 22:00:00+00:00,36426.89453125,36538.62109375,36374.90625,36524.0625,36524.0625,580548608,2022-01-26 22:00:00
2022-01-26 23:00:00+00:00,36519.3203125,36861.5234375,36519.3203125,36827.91796875,36827.91796875,469637120,2022-01-26 23:00:00
2022-01-27 00:00:00+00:00,36841.87890625,37052.67578125,36781.85546875,37023.12890625,37023.12890625,0,2022-01-27 00:00:00
2022-01-27 01:00:00+00:00,37018.546875,37022.9375,35990.04296875,35990.04296875,35990.04296875,0,2022-01-27 01:00:00
2022-01-27 02:00:00+00:00,35985.421875,36003.46875,35796.234375,36003.46875,36003.46875,767107072,2022-01-27 02:00:00
2022-01-27 03:00:00+00:00,36004.94921875,36208.63671875,35690.05078125,35747.0390625,35747.0390625,390760448,2022-01-27 03:00:00
2022-01-27 04:00:00+00:00,35752.76953125,35978.44921875,35752.76953125,35978.44921875,35978.44921875,587368448,2022-01-27 04:00:00
2022-01-27 05:00:00+00:00,35973.53125,36054.37109375,35916.80078125,36019.2734375,36019.2734375,108529664,2022-01-27 05:00:00
2022-01-27 06:00:00+00:00,36005.83984375,36139.1328125,35931.72265625,36139.1328125,36139.1328125,0,2022-01-27 06:00:00
2022-01-27 07:00:00+00:00,36138.2890625,36247.73046875,36034.45703125,36210.765625,36210.765625,216295424,2022-01-27 07:00:00
2022-01-27 08:00:00+00:00,36187.6796875,36426.56640625,36027.39453125,36426.56640625,36426.56640625,0,2022-01-27 08:00:00
2022-01-27 09:00:00+00:00,36432.3359375,36591.4609375,36383.97265625,36540.6328125,36540.6328125,364627968,2022-01-27 09:00:00
2022-01-27 10:00:00+00:00,36538.07421875,36631.36328125,36400.4609375,36400.4609375,36400.4609375,0,2022-01-27 10:00:00
2022-01-27 11:00:00+00:00,36393.33203125,36724.0234375,36381.66796875,36642.0078125,36642.0078125,0,2022-01-27 11:00:00
2022-01-27 12:00:00+00:00,36656.84375,36759.765625,36567.14453125,36725.22265625,36725.22265625,200761344,2022-01-27 12:00:00
2022-01-27 13:00:00+00:00,36716.49609375,36798.140625,36638.8125,36788.77734375,36788.77734375,0,2022-01-27 13:00:00
2022-01-27 14:00:00+00:00,36802.10546875,37016.30078125,36802.10546875,36895.05078125,36895.05078125,0,2022-01-27 14:00:00
2022-01-27 15:00:00+00:00,36907.5703125,37009.5390625,36599.73046875,36656.23828125,36656.23828125,0,2022-01-27 15:00:00
2022-01-27 16:00:00+00:00,36683.50390625,36704.87109375,36465.578125,36550.55859375,36550.55859375,0,2022-01-27 16:00:00
2022-01-27 17:00:00+00:00,36550.64453125,36617.75390625,36270.28515625,36367.46875,36367.46875,41291776,2022-01-27 17:00:00
2022-01-27 18:00:00+00:00,36356.95703125,36356.95703125,36111.46484375,36176.71875,36176.71875,0,2022-01-27 18:00:00
2022-01-27 19:00:00+00:00,36233.96484375,36323.359375,36000.265625,36216.80859375,36216.80859375,0,2022-01-27 19:00:00
2022-01-27 20:00:00+00:00,36217.80078125,36377.05859375,35793.86328125,35793.86328125,35793.86328125,0,2022-01-27 20:00:00
2022-01-27 21:00:00+00:00,35774.52734375,36208.76171875,35629.28125,36207.296875,36207.296875,278525952,2022-01-27 21:00:00
2022-01-27 22:00:00+00:00,36205.90625,36836.5546875,35978.05859375,36760.4609375,36760.4609375,718766080,2022-01-27 22:00:00
2022-01-27 23:00:00+00:00,36748.56640625,37146.40234375,36729.66015625,37146.40234375,37146.40234375,476934144,2022-01-27 23:00:00
2022-01-28 00:00:00+00:00,37128.4453125,37345.83984375,37128.4453125,37192.421875,37192.421875,277100544,2022-01-28 00:00:00
2022-01-28 01:00:00+00:00,37203.78515625,37203.78515625,36790.38671875,36923.30078125,36923.30078125,0,2022-01-28 01:00:00
2022-01-28 02:00:00+00:00,36920.25,36964.80859375,36708.58984375,36964.80859375,36964.80859375,0,2022-01-28 02:00:00
2022-01-28 03:00:00+00:00,36955.890625,37367.53515625,36955.890625,37336.13671875,37336.13671875,686481408,2022-01-28 03:00:00
2022-01-28 04:00:00+00:00,37342.3828125,37390.7421875,37139.16796875,37181.88671875,37181.88671875,0,2022-01-28 04:00:00
2022-01-28 05:00:00+00:00,37195.2421875,37323.05859375,37160.21875,37219.375,37219.375,0,2022-01-28 05:00:00
2022-01-28 06:00:00+00:00,37221.5703125,37423.98828125,37069.69140625,37069.69140625,37069.69140625,18679808,2022-01-28 06:00:00
2022-01-28 07:00:00+00:00,37057.40625,37076.0390625,36895.1796875,36910.0,36910.0,140963840,2022-01-28 07:00:00
2022-01-28 08:00:00+00:00,36908.80859375,36908.80859375,36553.11328125,36629.65234375,36629.65234375,0,2022-01-28 08:00:00
2022-01-28 09:00:00+00:00,36647.37890625,36806.0859375,36526.6953125,36593.42578125,36593.42578125,0,2022-01-28 09:00:00
2022-01-28 10:00:00+00:00,36589.15234375,36661.33984375,36444.4765625,36577.625,36577.625,94302208,2022-01-28 10:00:00
2022-01-28 11:00:00+00:00,36582.64453125,36618.98046875,36398.33203125,36442.9609375,36442.9609375,0,2022-01-28 11:00:00
2022-01-28 12:00:00+00:00,36443.12890625,36562.9375,36211.109375,36255.578125,36255.578125,102692864,2022-01-28 12:00:00
2022-01-28 13:00:00+00:00,36277.0,36883.60546875,36277.0,36848.07421875,36848.07421875,725764096,2022-01-28 13:00:00
2022-01-28 14:00:00+00:00,36883.484375,37048.45703125,36739.234375,36788.69140625,36788.69140625,120469504,2022-01-28 14:00:00
2022-01-28 15:00:00+00:00,36780.265625,37223.5546875,36762.9140625,37183.6171875,37183.6171875,582139904,2022-01-28 15:00:00
2022-01-28 16:00:00+00:00,37185.3046875,37310.39453125,37076.734375,37128.6953125,37128.6953125,0,2022-01-28 16:00:00
2022-01-28 17:00:00+00:00,37128.60546875,37138.2734375,36853.05859375,36888.15234375,36888.15234375,0,2022-01-28 17:00:00
2022-01-28 18:00:00+00:00,36886.8203125,37066.7421875,36869.87890625,37045.91796875,37045.91796875,0,2022-01-28 18:00:00
2022-01-28 19:00:00+00:00,37048.01171875,37156.87890625,36868.91015625,37156.87890625,37156.87890625,0,2022-01-28 19:00:00
2022-01-28 20:00:00+00:00,37165.1484375,37720.046875,37164.29296875,37720.046875,37720.046875,327737344,2022-01-28 20:00:00
2022-01-28 21:00:00+00:00,37728.92578125,37952.609375,37689.44140625,37865.6015625,37865.6015625,0,2022-01-28 21:00:00
2022-01-28 22:00:00+00:00,37810.5859375,37902.67578125,37737.34765625,37737.34765625,37737.34765625,0,2022-01-28 22:00:00
2022-01-28 23:00:00+00:00,37717.828125,37803.88671875,37683.06640625,37789.48046875,37789.48046875,0,2022-01-28 23:00:00
2022-01-29 00:00:00+00:00,37749.90234375,37943.375,37729.484375,37808.5390625,37808.5390625,0,2022-01-29 00:00:00
2022-01-29 01:00:00+00:00,37805.96875,37862.265625,37558.85546875,37572.45703125,37572.45703125,0,2022-01-29 01:00:00
2022-01-29 02:00:00+00:00,37569.48828125,37619.796875,37505.8046875,37533.39453125,37533.39453125,0,2022-01-29 02:00:00
2022-01-29 03:00:00+00:00,37533.84765625,37726.91796875,37520.81640625,37721.9375,37721.9375,0,2022-01-29 03:00:00
2022-01-29 04:00:00+00:00,37730.33203125,37881.71875,37730.33203125,37823.3984375,37823.3984375,0,2022-01-29 04:00:00
2022-01-29 05:00:00+00:00,37827.046875,37828.2109375,37657.63671875,37686.46484375,37686.46484375,0,2022-01-29 05:00:00
2022-01-29 06:00:00+00:00,37685.078125,37789.078125,37648.41796875,37745.72265625,37745.72265625,0,2022-01-29 06:00:00
2022-01-29 07:00:00+00:00,37748.796875,37878.93359375,37707.25,37806.171875,37806.171875,0,2022-01-29 07:00:00
2022-01-29 08:00:00+00:00,37823.21875,37875.98046875,37785.05078125,37812.4765625,37812.4765625,0,2022-01-29 08:00:00
2022-01-29 09:00:00+00:00,37811.37109375,37811.37109375,37645.02734375,37705.703125,37705.703125,0,2022-01-29 09:00:00
2022-01-29 10:00:00+00:00,37703.87890625,37778.86328125,37635.16015625,37761.0625,37761.0625,0,2022-01-29 10:00:00
2022-01-29 11:00:00+00:00,37763.45703125,37787.1640625,37706.0703125,37755.9140625,37755.9140625,0,2022-01-29 11:00:00
2022-01-29 12:00:00+00:00,37754.79296875,37871.671875,37696.93359375,37846.87890625,37846.87890625,0,2022-01-29 12:00:00
2022-01-29 13:00:00+00:00,37844.6171875,38125.1875,37787.4296875,38125.1875,38125.1875,0,2022-01-29 13:00:00
2022-01-29 14:00:00+00:00,38147.44921875,38155.0703125,37686.6328125,37687.54296875,37687.54296875,0,2022-01-29 14:00:00
2022-01-29 15:00:00+00:00,37671.16015625,37692.25390625,37469.37890625,37553.92578125,37553.92578125,0,2022-01-29 15:00:00
2022-01-29 16:00:00+00:00,37563.37890625,37582.54296875,37406.47265625,37519.89453125,37519.89453125,0,2022-01-29 16:00:00
2022-01-29 17:00:00+00:00,37563.72265625,37703.14453125,37563.72265625,37646.02734375,37646.02734375,0,2022-01-29 17:00:00
2022-01-29 18:00:00+00:00,37649.671875,37869.73828125,37611.4921875,37854.96484375,37854.96484375,0,2022-01-29 18:00:00
2022-01-29 19:00:00+00:00,37828.28125,37919.453125,37811.94140625,37869.87109375,37869.87109375,0,2022-01-29 19:00:00
2022-01-29 20:00:00+00:00,37874.0234375,38518.390625,37866.01171875,38277.0546875,38277.0546875,620511232,2022-01-29 20:00:00
2022-01-29 21:00:00+00:00,38339.85546875,38576.26171875,38330.96875,38463.27734375,38463.27734375,106437632,2022-01-29 21:00:00
2022-01-29 22:00:00+00:00,38429.5078125,38429.5078125,38108.15234375,38141.90625,38141.90625,0,2022-01-29 22:00:00
2022-01-29 23:00:00+00:00,38149.06640625,38149.06640625,37997.3203125,38137.47265625,38137.47265625,30387200,2022-01-29 23:00:00
2022-01-30 00:00:00+00:00,38162.7421875,38240.7890625,37858.453125,37887.9296875,37887.9296875,0,2022-01-30 00:00:00
2022-01-30 01:00:00+00:00,37845.7578125,37962.71875,37845.7578125,37914.5234375,37914.5234375,0,2022-01-30 01:00:00
2022-01-30 02:00:00+00:00,37934.953125,38055.76953125,37903.02734375,37969.68359375,37969.68359375,38727680,2022-01-30 02:00:00
2022-01-30 03:00:00+00:00,37985.81640625,38051.015625,37933.28125,37938.55078125,37938.55078125,0,2022-01-30 03:00:00
2022-01-30 04:00:00+00:00,37937.01171875,38108.80859375,37936.484375,38107.67578125,38107.67578125,0,2022-01-30 04:00:00
2022-01-30 05:00:00+00:00,38114.31640625,38266.33984375,38106.125,38170.796875,38170.796875,200755200,2022-01-30 05:00:00
2022-01-30 06:00:00+00:00,38169.171875,38169.171875,38087.265625,38116.03125,38116.03125,0,2022-01-30 06:00:00
2022-01-30 07:00:00+00:00,38144.5625,38233.74609375,38143.9765625,38233.74609375,38233.74609375,0,2022-01-30 07:00:00
2022-01-30 08:00:00+00:00,38228.87890625,38259.6328125,38036.45703125,38060.546875,38060.546875,0,2022-01-30 08:00:00
2022-01-30 09:00:00+00:00,38054.515625,38092.74609375,37929.2734375,37966.3359375,37966.3359375,138383360,2022-01-30 09:00:00
2022-01-30 10:00:00+00:00,37964.78515625,38154.47265625,37939.0703125,38134.5625,38134.5625,230877184,2022-01-30 10:00:00
2022-01-30 11:00:00+00:00,38147.6796875,38179.36328125,38021.8515625,38106.15234375,38106.15234375,97304576,2022-01-30 11:00:00
2022-01-30 12:00:00+00:00,38111.11328125,38130.234375,37922.80859375,37942.3515625,37942.3515625,0,2022-01-30 12:00:00
2022-01-30 13:00:00+00:00,37948.52734375,38010.8359375,37895.65625,38010.8359375,38010.8359375,0,2022-01-30 13:00:00
2022-01-30 14:00:00+00:00,38009.04296875,38014.015625,37785.546875,37844.40234375,37844.40234375,0,2022-01-30 14:00:00
2022-01-30 15:00:00+00:00,37846.703125,38022.6953125,37846.703125,37997.51171875,37997.51171875,0,2022-01-30 15:00:00
2022-01-30 16:00:00+00:00,37998.32421875,38027.9375,37857.8828125,37882.19921875,37882.19921875,0,2022-01-30 16:00:00
2022-01-30 17:00:00+00:00,37870.828125,37992.9140625,37819.04296875,37985.421875,37985.421875,0,2022-01-30 17:00:00
2022-01-30 18:00:00+00:00,37987.34765625,38030.84765625,37877.59375,37877.59375,37877.59375,0,2022-01-30 18:00:00
2022-01-30 19:00:00+00:00,37879.0546875,37879.0546875,37535.63671875,37540.94921875,37540.94921875,284196864,2022-01-30 19:00:00
2022-01-30 20:00:00+00:00,37547.09765625,37721.24609375,37437.7109375,37697.08203125,37697.08203125,0,2022-01-30 20:00:00
2022-01-30 21:00:00+00:00,37690.33203125,37735.03515625,37552.03515625,37729.38671875,37729.38671875,0,2022-01-30 21:00:00
2022-01-30 22:00:00+00:00,37731.453125,37795.91015625,37665.41015625,37795.13671875,37795.13671875,0,2022-01-30 22:00:00
2022-01-30 23:00:00+00:00,37795.47265625,38153.0078125,37795.47265625,37920.46484375,37920.46484375,477100032,2022-01-30 23:00:00
2022-01-31 00:00:00+00:00,37922.35546875,37923.3984375,36962.6953125,36977.82421875,36977.82421875,426835968,2022-01-31 00:00:00
2022-01-31 01:00:00+00:00,36967.20703125,36979.5703125,36849.36328125,36849.36328125,36849.36328125,355427328,2022-01-31 01:00:00
2022-01-31 02:00:00+00:00,36815.875,37000.3515625,36733.57421875,37000.3515625,37000.3515625,489346048,2022-01-31 02:00:00
2022-01-31 03:00:00+00:00,36991.48046875,37040.0234375,36968.765625,37031.26171875,37031.26171875,145838080,2022-01-31 03:00:00
2022-01-31 04:00:00+00:00,37034.46484375,37034.46484375,36882.875,36918.24609375,36918.24609375,128311296,2022-01-31 04:00:00
2022-01-31 05:00:00+00:00,36918.75,37017.28515625,36895.58203125,37013.8515625,37013.8515625,0,2022-01-31 05:00:00
2022-01-31 06:00:00+00:00,37011.73046875,37063.2578125,36990.98828125,36990.98828125,36990.98828125,85613568,2022-01-31 06:00:00
2022-01-31 07:00:00+00:00,36979.71484375,37163.21484375,36940.62109375,37123.5234375,37123.5234375,184456192,2022-01-31 07:00:00
2022-01-31 08:00:00+00:00,37139.07421875,37183.12890625,37132.984375,37150.6015625,37150.6015625,71918592,2022-01-31 08:00:00
2022-01-31 09:00:00+00:00,37153.1328125,37231.49609375,37121.046875,37221.88671875,37221.88671875,0,2022-01-31 09:00:00
2022-01-31 10:00:00+00:00,37225.01953125,37304.4375,37188.53515625,37304.4375,37304.4375,331776,2022-01-31 10:00:00
2022-01-31 11:00:00+00:00,37298.62890625,37306.1953125,37003.93359375,37259.51953125,37259.51953125,321873920,2022-01-31 11:00:00
2022-01-31 12:00:00+00:00,37266.359375,37344.72265625,36945.41015625,37089.203125,37089.203125,504105984,2022-01-31 12:00:00
2022-01-31 13:00:00+00:00,37090.16796875,37298.08203125,36947.98046875,37281.8984375,37281.8984375,481046528,2022-01-31 13:00:00
2022-01-31 14:00:00+00:00,37266.546875,37446.07421875,37259.84765625,37441.75390625,37441.75390625,489840640,2022-01-31 14:00:00
2022-01-31 15:00:00+00:00,37445.23046875,37842.703125,37445.23046875,37753.953125,37753.953125,1124288512,2022-01-31 15:00:00
2022-01-31 16:00:00+00:00,37746.63671875,38231.171875,37738.640625,38231.171875,38231.171875,0,2022-01-31 16:00:00
2022-01-31 17:00:00+00:00,38259.17578125,38484.91015625,38182.40625,38484.55078125,38484.55078125,1335107584,2022-01-31 17:00:00
2022-01-31 18:00:00+00:00,38477.01171875,38535.765625,38391.1640625,38494.15234375,38494.15234375,384221184,2022-01-31 18:00:00
2022-01-31 19:00:00+00:00,38491.1171875,38645.16796875,38437.02734375,38453.5234375,38453.5234375,249686016,2022-01-31 19:00:00
2022-01-31 20:00:00+00:00,38452.58203125,38519.515625,38320.9921875,38498.94140625,38498.94140625,73951232,2022-01-31 20:00:00
2022-01-31 21:00:00+00:00,38497.29296875,38502.3515625,38377.62890625,38438.4921875,38438.4921875,123326464,2022-01-31 21:00:00
2022-01-31 22:00:00+00:00,38432.8046875,38640.265625,38426.84375,38473.49609375,38473.49609375,145068032,2022-01-31 22:00:00
2022-01-31 23:00:00+00:00,38454.390625,38490.796875,38396.8515625,38482.640625,38482.640625,0,2022-01-31 23:00:00
2022-02-01 00:00:00+00:00,38481.765625,38545.5625,38336.6015625,38341.38671875,38341.38671875,16328704,2022-02-01 00:00:00
2022-02-01 01:00:00+00:00,38359.76953125,38391.70703125,38223.53125,38265.7734375,38265.7734375,0,2022-02-01 01:00:00
2022-02-01 02:00:00+00:00,38266.6328125,38489.6171875,38256.94921875,38468.67578125,38468.67578125,0,2022-02-01 02:00:00
2022-02-01 03:00:00+00:00,38486.484375,38622.9140625,38430.5625,38615.33984375,38615.33984375,268036096,2022-02-01 03:00:00
2022-02-01 04:00:00+00:00,38617.2109375,38639.0390625,38532.63671875,38573.50390625,38573.50390625,40687616,2022-02-01 04:00:00
2022-02-01 05:00:00+00:00,38572.0,38608.47265625,38520.25390625,38554.40234375,38554.40234375,44603392,2022-02-01 05:00:00
2022-02-01 06:00:00+00:00,38548.78515625,38548.78515625,38318.3828125,38347.53125,38347.53125,181395456,2022-02-01 06:00:00
2022-02-01 07:00:00+00:00,38345.66015625,38459.26171875,38331.55078125,38446.62890625,38446.62890625,0,2022-02-01 07:00:00
2022-02-01 08:00:00+00:00,38447.453125,38580.33203125,38439.82421875,38580.33203125,38580.33203125,82151424,2022-02-01 08:00:00
2022-02-01 09:00:00+00:00,38594.62109375,39026.7890625,38316.34375,38316.34375,38316.34375,1244778496,2022-02-01 09:00:00
2022-02-01 10:00:00+00:00,38321.25,38346.56640625,38113.6640625,38240.19921875,38240.19921875,494030848,2022-02-01 10:00:00
2022-02-01 11:00:00+00:00,38243.58984375,38439.16796875,38243.58984375,38421.8828125,38421.8828125,21782528,2022-02-01 11:00:00
2022-02-01 12:00:00+00:00,38434.48046875,38708.4453125,38432.73828125,38623.3984375,38623.3984375,0,2022-02-01 12:00:00
2022-02-01 13:00:00+00:00,38623.19140625,38920.45703125,38562.6015625,38920.45703125,38920.45703125,378843136,2022-02-01 13:00:00
2022-02-01 14:00:00+00:00,38898.9375,38940.85546875,38471.203125,38471.203125,38471.203125,414535680,2022-02-01 14:00:00
2022-02-01 15:00:00+00:00,38495.7890625,38573.72265625,38297.3515625,38573.72265625,38573.72265625,0,2022-02-01 15:00:00
2022-02-01 16:00:00+00:00,38616.07421875,39071.9921875,38616.07421875,39071.9921875,39071.9921875,0,2022-02-01 16:00:00
2022-02-01 17:00:00+00:00,39060.5234375,39115.1328125,38766.16796875,38861.60546875,38861.60546875,0,2022-02-01 17:00:00
2022-02-01 18:00:00+00:00,38875.53515625,38884.6796875,38626.05078125,38626.05078125,38626.05078125,0,2022-02-01 18:00:00
2022-02-01 19:00:00+00:00,38586.85546875,38604.5625,38406.578125,38406.78125,38406.78125,0,2022-02-01 19:00:00
2022-02-01 20:00:00+00:00,38431.2890625,38706.79296875,38431.2890625,38687.80859375,38687.80859375,103952384,2022-02-01 20:00:00
2022-02-01 21:00:00+00:00,38670.15234375,38785.49609375,38589.42578125,38741.50390625,38741.50390625,0,2022-02-01 21:00:00
