,time,open,high,low,close,volume,trades,start
0,1659075300000.0,23949.11,24063.89,23920.0,24026.08,1710.04141,61031.0,2022-07-29 06:15:00
1,1659076200000.0,24027.8,24442.66,24018.17,24242.54,4410.96196,123456.0,2022-07-29 06:30:00
2,1659077100000.0,24243.83,24258.03,23900.0,23940.35,2718.89721,88169.0,2022-07-29 06:45:00
3,1659078000000.0,23940.35,23994.72,23842.1,23897.65,2461.31679,79250.0,2022-07-29 07:00:00
4,1659078900000.0,23899.85,23940.59,23820.27,23852.95,1658.47734,66860.0,2022-07-29 07:15:00
5,1659079800000.0,23852.95,23982.32,23832.29,23897.0,1758.4994,65036.0,2022-07-29 07:30:00
6,1659080700000.0,23897.0,23951.35,23886.93,23943.26,1615.51864,58372.0,2022-07-29 07:45:00
7,1659081600000.0,23941.63,23952.71,23778.42,23924.51,2803.1781,86023.0,2022-07-29 08:00:00
8,1659082500000.0,23921.81,23983.99,23879.66,23933.96,1947.94483,69277.0,2022-07-29 08:15:00
9,1659083400000.0,23933.96,23969.9,23869.1,23951.85,1579.1888,63408.0,2022-07-29 08:30:00
10,1659084300000.0,23951.85,23967.6,23891.67,23927.08,1477.28984,60824.0,2022-07-29 08:45:00
11,1659085200000.0,23927.08,23959.51,23860.0,23954.51,1753.44274,64823.0,2022-07-29 09:00:00
12,1659086100000.0,23956.14,23975.0,23911.92,23971.15,1431.17457,55535.0,2022-07-29 09:15:00
13,1659087000000.0,23971.15,24055.5,23943.42,24017.95,1937.60749,67708.0,2022-07-29 09:30:00
14,1659087900000.0,24020.62,24094.93,24000.23,24062.55,1750.16961,68134.0,2022-07-29 09:45:00
15,1659088800000.0,24064.41,24095.98,24035.44,24075.0,1526.089,62947.0,2022-07-29 10:00:00
16,1659089700000.0,24075.0,24131.54,23980.29,24002.08,2296.68738,71941.0,2022-07-29 10:15:00
17,1659090600000.0,24002.08,24052.63,23979.32,23998.4,1439.18705,55275.0,2022-07-29 10:30:00
18,1659091500000.0,23998.4,24063.7,23991.22,24006.04,1364.67265,53776.0,2022-07-29 10:45:00
19,1659092400000.0,24007.1,24024.91,23901.44,23911.77,1714.09859,67484.0,2022-07-29 11:00:00
20,1659093300000.0,23911.77,23929.57,23799.0,23814.17,2607.37466,84279.0,2022-07-29 11:15:00
21,1659094200000.0,23814.17,23851.4,23530.96,23608.79,4301.88017,114192.0,2022-07-29 11:30:00
22,1659095100000.0,23606.0,23758.22,23570.35,23720.56,3167.57251,89595.0,2022-07-29 11:45:00
23,1659096000000.0,23718.71,23752.22,23662.44,23673.22,2095.88176,66121.0,2022-07-29 12:00:00
24,1659096900000.0,23670.52,23719.49,23618.11,23665.3,2010.76036,75238.0,2022-07-29 12:15:00
25,1659097800000.0,23667.44,23699.0,23435.41,23466.26,4378.00952,112839.0,2022-07-29 12:30:00
26,1659098700000.0,23466.26,23570.33,23434.38,23512.45,3644.12175,92014.0,2022-07-29 12:45:00
27,1659099600000.0,23510.89,23536.55,23414.03,23486.48,2144.3411,71575.0,2022-07-29 13:00:00
28,1659100500000.0,23486.48,23639.21,23430.0,23589.05,2761.83094,78868.0,2022-07-29 13:15:00
29,1659101400000.0,23589.05,23721.27,23436.75,23651.68,4862.21181,117443.0,2022-07-29 13:30:00
30,1659102300000.0,23654.93,23761.22,23647.93,23695.41,4010.93263,106338.0,2022-07-29 13:45:00
31,1659103200000.0,23695.41,24108.23,23661.51,24023.41,6136.28497,141547.0,2022-07-29 14:00:00
32,1659104100000.0,24022.5,24222.0,23959.47,24127.91,5703.33163,133795.0,2022-07-29 14:15:00
33,1659105000000.0,24127.91,24220.3,24037.78,24093.89,3846.20662,97754.0,2022-07-29 14:30:00
34,1659105900000.0,24092.22,24159.4,24019.46,24036.61,2712.24484,77741.0,2022-07-29 14:45:00
35,1659106800000.0,24034.81,24071.04,23935.02,24000.28,3378.96984,95158.0,2022-07-29 15:00:00
36,1659107700000.0,24000.28,24009.0,23870.59,23881.82,2741.39066,79328.0,2022-07-29 15:15:00
37,1659108600000.0,23881.82,24037.0,23879.12,24015.32,2063.53016,63170.0,2022-07-29 15:30:00
38,1659109500000.0,24012.6,24038.14,23974.03,24010.74,1789.76164,58324.0,2022-07-29 15:45:00
